Name,Overall,Value,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle
Diego da Silva Costa,83,25.00,65,85,84,65,81,77,62,59,52,82,71,75,56,83,51,83,63,74,90,74,93,40,84,74,75,83,58,39,30
Carlos Vela,83,24.50,78,85,67,81,82,84,84,71,66,85,80,80,81,83,81,76,65,74,67,84,57,37,84,81,72,83,31,22,14
Danilo Luís Hélio Pereira,83,24.00,55,60,77,83,55,76,48,53,81,78,62,68,57,75,60,74,62,82,89,63,83,83,69,73,57,84,83,84,71
Charles Aránguiz,83,24.00,78,66,53,85,68,79,75,76,84,83,72,55,80,86,86,80,61,87,64,77,80,82,76,81,76,81,76,74,72
Josué Durval Chiamulera Vaz,83,23.50,40,38,83,74,44,56,45,49,61,70,83,78,77,85,68,53,69,76,73,41,88,84,38,42,56,71,85,87,82
Max Kruse,83,23.50,81,84,63,85,80,83,82,69,82,86,67,65,74,85,77,81,65,73,73,79,62,34,85,85,92,87,57,38,29
Radja Nainggolan,83,22.50,73,75,59,84,75,83,73,68,81,84,72,72,75,85,83,84,75,89,76,86,88,86,84,76,63,84,83,86,90
Juan Cuadrado,83,22.50,78,64,58,81,70,90,78,69,69,85,90,92,91,78,81,84,74,74,58,80,78,62,78,76,65,80,63,70,74
Idrissa Gueye,83,22.00,60,50,69,79,32,76,45,61,77,79,74,72,82,83,80,80,88,90,69,66,85,89,65,65,54,80,84,90,83
Daley Blind,83,22.00,80,62,75,83,66,75,84,62,83,82,61,48,71,85,72,73,72,76,74,65,70,86,66,77,54,83,82,84,79
Asier Illarramendi,83,22.00,68,72,51,85,58,78,76,68,82,83,62,47,69,84,73,69,62,73,68,76,76,87,79,86,50,79,83,83,80
Jordan Henderson,83,22.00,82,67,65,84,71,76,80,74,84,81,65,64,69,84,70,77,77,90,74,71,82,80,75,83,64,78,79,80,76
Éver Banega,83,19.50,80,68,55,86,65,83,83,81,85,85,64,59,74,78,79,76,57,70,67,80,83,79,75,84,78,80,80,79,78
Sami Khedira,83,19.50,72,68,76,85,78,80,64,60,81,83,48,53,55,84,54,82,66,68,87,78,82,84,78,78,68,84,80,82,74
Francesco Acerbi,83,19.00,25,37,82,73,39,65,62,56,77,72,61,52,33,83,35,75,66,82,86,60,75,86,20,65,72,85,87,86,85
Nicolás Otamendi,83,19.00,52,54,84,75,57,51,50,39,72,70,55,57,58,78,58,69,89,65,79,56,91,83,48,53,45,79,82,84,83
David Luiz Moreira Marinho,83,16.50,68,55,81,77,63,66,70,76,82,79,58,63,66,77,56,81,78,65,79,73,86,84,54,71,75,77,79,83,81
Ezequiel Garay,83,16.50,62,51,80,72,49,60,55,74,72,70,40,45,51,77,33,80,79,66,90,64,80,83,42,63,69,77,82,83,83
Radamel Falcao García Zarate,83,16.50,55,86,89,78,83,74,81,72,58,81,66,64,75,82,75,78,90,67,72,77,73,41,90,70,81,85,39,42,19
Raúl Albiol Tortajada,83,12.00,38,27,77,74,31,59,53,45,72,71,50,46,53,82,56,65,76,45,81,53,81,86,30,57,37,75,89,87,85
Vincent Kompany,83,12.00,61,45,83,73,46,63,61,52,66,70,48,51,50,80,41,73,61,65,87,55,83,82,41,59,63,81,85,85,81
Andrés Iniesta Luján,83,11.00,77,70,54,90,79,87,80,70,84,91,64,64,79,82,81,67,43,59,62,70,58,66,78,93,71,89,68,59,56
João Miranda de Souza Filho,83,9.50,48,43,80,70,51,67,32,39,69,71,62,66,61,80,57,70,81,59,77,41,82,85,43,58,49,81,85,85,83
Fabio Quagliarella,83,9.50,66,89,69,79,88,79,78,78,73,84,70,68,71,84,76,90,68,65,74,89,44,26,87,77,85,84,35,21,15
Mikel Oyarzabal Ugarte,82,31.00,82,86,44,81,64,85,69,71,73,84,74,76,77,81,75,80,56,78,57,81,52,29,80,79,80,70,55,32,30
Gabriel Fernando de Jesus,82,31.00,66,84,75,76,72,86,76,54,66,85,87,83,90,85,90,78,78,83,63,73,73,32,86,77,78,81,53,23,19
Leon Bailey,82,30.50,77,75,57,76,75,86,78,79,66,82,93,90,86,80,84,79,83,76,59,79,58,21,80,77,71,75,45,27,18
Steven Bergwijn,82,30.00,74,74,60,83,67,87,77,66,62,85,88,89,79,81,89,83,74,81,80,72,44,34,78,79,61,77,52,31,26
Andrea Belotti,82,30.00,42,88,84,68,82,78,64,56,42,75,77,77,78,76,75,81,83,81,82,67,83,31,85,61,77,75,55,23,32
Rúben Diogo da Silva Neves,82,29.00,77,64,53,85,81,75,84,83,86,82,64,60,65,78,70,86,68,78,67,83,82,75,65,85,76,83,69,74,69
Mateo Kovačić,82,29.00,73,61,42,88,76,86,78,68,81,89,79,73,83,76,84,79,63,78,63,75,77,71,69,83,59,81,70,72,63
Naby Keïta,82,29.00,62,74,42,85,71,88,64,70,76,88,77,66,89,81,90,76,52,79,57,73,78,76,74,80,58,81,68,64,62
Ángel Correa,82,29.00,74,82,67,77,79,87,82,65,65,87,87,80,87,82,81,80,48,74,64,83,58,48,83,80,55,74,58,53,44
Hirving Lozano,82,29.00,75,76,58,74,74,83,72,65,67,81,94,93,91,83,76,76,67,82,59,74,64,45,81,74,73,76,42,35,29
Iñaki Williams Arthuer,82,29.00,76,82,73,74,74,83,76,53,66,77,93,95,80,80,64,85,88,84,85,73,75,21,84,73,64,81,52,38,31
Josef Martínez,82,28.00,53,85,77,69,75,76,68,57,55,79,87,90,91,81,92,84,86,72,78,66,66,20,85,58,79,75,20,20,15
Kerem Demirbay,82,27.50,72,74,46,85,59,86,85,81,82,85,67,67,78,84,78,77,71,77,67,77,69,71,78,86,70,84,72,59,54
Lucas Torreira,82,27.00,74,61,59,83,65,78,70,74,76,81,79,72,85,79,93,78,52,86,66,74,87,86,68,74,48,78,84,84,77
Thomas Partey,82,27.00,66,68,68,84,53,79,68,58,80,81,70,75,70,81,50,83,83,91,81,80,82,79,73,78,49,75,79,83,81
Presnel Kimpembe,82,26.50,62,31,79,79,33,58,50,32,75,78,73,77,73,77,62,55,77,80,84,39,88,83,39,60,50,80,79,81,81
Matteo Politano,82,26.50,80,76,40,79,75,83,79,77,76,84,85,84,90,81,87,78,53,80,43,82,63,38,76,77,70,79,63,29,29
Jesús Joaquín Fernández Sáez,82,26.50,84,70,50,86,72,88,87,80,75,89,82,74,86,78,84,78,50,75,55,87,23,20,76,83,72,76,50,23,18
Kevin Volland,82,26.50,78,84,69,81,83,79,79,80,72,79,75,76,73,82,82,87,76,88,82,84,80,45,82,81,72,80,22,50,33
Iker Muniain Goñi,82,26.00,73,76,43,82,63,87,76,69,70,86,83,77,92,80,94,66,71,73,45,72,66,45,77,82,61,82,58,55,38
Daniele Rugani,82,26.00,40,33,84,69,35,64,45,25,65,65,61,66,61,78,55,58,83,67,78,39,72,86,28,50,36,70,86,86,82
Mario Götze,82,26.00,82,78,50,88,86,85,81,72,83,90,75,67,83,86,85,78,58,79,72,73,59,66,84,87,77,87,64,44,57
Filip Kostić,82,26.00,84,74,51,75,70,83,79,80,70,81,88,87,76,79,75,84,67,90,75,76,75,63,75,79,64,77,69,72,68
Rafael A. Ferreira Silva,82,26.00,78,73,46,75,68,87,76,56,64,83,92,94,89,84,89,75,64,79,40,64,47,58,83,78,59,81,52,47,39
Nélson Cabral Semedo,82,26.00,76,50,58,76,42,80,61,30,65,80,91,92,88,82,82,74,80,91,65,60,81,81,72,62,38,79,77,81,80
Thorgan Hazard,82,26.00,81,76,33,82,80,86,83,79,71,84,86,78,91,82,86,78,60,78,61,77,57,63,81,80,81,77,43,45,46
Willian José da Silva,82,26.00,54,84,84,78,70,76,68,60,50,80,66,71,66,81,38,84,79,70,90,76,75,35,87,78,76,78,40,32,30
Emil Forsberg,82,25.50,84,70,45,85,67,82,81,77,69,87,73,68,81,82,82,73,53,69,59,74,62,43,75,83,72,77,35,26,17
Jesse Lingard,82,24.00,74,77,67,80,75,82,79,68,63,84,82,79,86,83,84,81,70,89,62,78,74,54,84,81,74,82,63,57,49
Antonio Rüdiger,82,24.00,68,32,81,75,34,60,35,56,72,69,66,76,57,82,50,72,75,61,82,44,88,80,39,57,40,72,82,85,82
Stephan El Shaarawy,82,24.00,75,80,51,74,83,84,85,63,57,86,86,87,86,72,82,74,59,73,56,79,54,36,82,73,67,72,59,30,25
Ricardo Barbosa Pereira,82,23.50,79,62,64,80,56,82,78,45,78,81,85,86,79,81,77,73,75,85,66,62,75,81,74,76,60,81,78,83,78
Harry Maguire,82,23.00,44,48,87,76,47,69,38,46,75,75,47,53,54,80,56,68,84,70,90,52,84,78,61,66,44,82,81,83,79
Joel Matip,82,23.00,54,36,83,77,50,69,63,22,74,70,54,67,51,83,42,66,67,70,80,48,78,84,48,72,42,79,84,85,80
Thomas Delaney,82,23.00,67,72,83,77,66,74,71,68,79,77,78,76,73,81,73,78,91,90,77,74,84,85,75,74,60,79,80,83,88
Quincy Promes,82,23.00,80,80,60,79,69,84,75,76,73,81,90,91,85,80,78,82,81,80,60,79,65,37,77,82,74,78,39,38,36
Xherdan Shaqiri,82,23.00,79,71,45,82,76,86,88,84,81,84,83,77,83,80,91,87,51,73,71,84,61,55,74,81,65,82,35,49,48
Duván Zapata,82,23.00,44,87,83,70,77,77,48,62,43,81,70,72,64,76,60,86,79,70,94,64,72,20,86,56,70,78,52,24,22
Cédric Bakambu,82,23.00,74,84,71,75,80,80,78,54,66,82,90,90,81,81,72,84,81,80,76,74,72,39,85,73,69,80,32,29,21
Luuk de Jong,82,23.00,66,82,93,78,84,66,63,69,66,77,54,58,58,83,60,84,81,84,84,69,54,40,86,69,67,80,58,43,37
Mario Balotelli,82,23.00,64,83,67,79,78,81,75,78,66,85,75,77,71,68,50,86,74,66,83,77,70,30,78,74,91,81,10,22,20
Stefan Savić,82,22.50,35,34,85,72,27,47,34,28,69,68,52,58,60,80,45,43,86,51,77,31,83,83,29,41,37,75,86,83,83
Nicolás Tagliafico,82,22.50,80,58,74,77,44,73,68,40,67,78,80,82,77,81,82,66,86,91,74,47,84,82,72,68,46,81,83,78,79
Jérôme Roussillon,82,22.50,85,63,72,78,57,80,75,56,72,81,87,90,77,78,78,75,71,84,76,65,75,78,71,73,51,77,76,82,80
Nico Schulz,82,22.50,84,48,54,79,49,83,59,42,73,78,89,90,76,81,75,65,62,79,77,40,73,75,73,78,56,79,75,77,78
Sergio Roberto Carnicer,82,22.00,83,63,72,84,50,78,78,60,78,82,77,79,69,80,74,65,43,89,69,66,68,79,69,83,57,76,75,79,78
Giuliano Victor de Paula,82,21.50,77,77,59,82,65,82,67,71,80,84,85,77,85,81,85,78,61,82,74,76,72,42,81,80,79,82,49,43,38
Gabriel Armando de Abreu,82,21.50,67,42,81,76,48,60,57,46,71,69,72,70,67,81,66,61,80,77,82,50,85,82,51,65,51,69,83,83,82
Giacomo Bonaventura,82,21.50,82,70,70,84,78,83,78,78,80,85,73,73,75,82,77,84,68,82,63,86,68,72,78,82,68,82,74,72,68
Héctor Herrera,82,21.50,65,72,61,80,59,76,67,63,77,78,71,73,72,82,68,81,76,93,74,78,84,82,82,78,67,75,81,82,67
Ander Herrera Agüera,82,21.50,71,71,63,83,64,78,79,64,79,82,73,67,78,85,78,78,61,86,70,69,89,89,75,79,74,83,82,84,79
Karim Bellarabi,82,21.50,77,73,48,79,73,86,70,58,58,84,92,92,86,82,78,85,75,73,70,77,72,38,77,77,57,78,32,30,33
Bas Dost,82,21.50,38,86,93,73,83,68,61,30,37,75,46,53,34,82,32,82,49,70,92,70,68,39,88,67,90,81,38,45,26
Marko Arnautović,82,21.50,78,78,74,78,79,84,79,72,74,85,77,83,69,78,66,84,67,78,84,75,84,44,83,77,77,81,43,48,39
José Ignacio Fernández Iglesias,82,21.00,70,32,80,78,38,55,55,37,61,78,68,78,60,77,69,54,81,78,79,28,78,81,37,53,45,73,77,85,84
Alexis Sánchez,82,21.00,77,76,68,76,83,85,79,78,74,84,83,79,86,79,87,83,85,71,71,77,76,46,82,79,74,79,38,44,35
Willian Borges da Silva,82,21.00,76,77,31,80,59,88,83,84,77,82,88,82,87,80,79,84,40,77,59,81,44,55,79,83,70,79,43,57,51
Thomas Meunier,82,20.00,83,72,75,82,79,75,74,56,74,82,74,83,63,80,49,77,72,92,85,78,73,76,80,71,65,78,75,83,79
José Luis Morales Nogales,82,20.00,79,83,64,78,77,88,82,72,68,84,88,90,78,83,83,79,61,82,67,81,58,58,84,76,78,85,63,54,45
Taison Barcellos Freda,82,19.50,73,76,56,77,82,87,52,73,75,85,93,91,90,79,83,83,62,85,67,83,56,49,74,79,72,82,38,53,40
Juan Manuel Mata García,82,19.50,82,74,56,84,71,81,85,86,80,86,66,58,79,85,89,74,61,68,34,70,50,39,81,84,80,87,38,31,21
Marlos Romero Bonfim,82,19.50,76,79,53,81,68,87,82,72,73,88,85,82,85,77,84,77,68,78,76,78,58,51,77,82,80,84,45,44,42
Pedro Rodríguez Ledesma,82,19.50,78,78,55,80,70,84,81,57,71,85,78,73,81,81,82,77,66,70,47,79,56,49,82,78,66,77,49,32,31
Mário Figueira Fernandes,82,19.00,74,56,72,82,52,80,66,39,71,79,79,85,79,80,61,71,84,87,75,58,77,78,76,73,53,76,83,82,84
Simon Kjær,82,18.00,50,55,81,76,37,46,52,69,69,70,64,65,48,75,53,78,74,70,81,41,82,82,31,49,61,69,81,82,79
Jamie Vardy,82,17.50,68,85,78,67,81,74,65,57,48,74,87,88,72,83,75,85,78,79,68,64,87,49,86,72,83,81,56,50,53
Olivier Giroud,82,17.50,64,83,91,79,83,70,70,65,58,83,44,48,55,84,53,85,84,60,89,71,76,42,84,77,83,79,37,37,20
Rosberto J. Dourado Santos,82,17.00,61,53,70,82,57,77,54,57,78,76,80,81,72,80,80,60,43,93,68,59,75,82,58,77,77,81,83,86,80
Jesús Navas González,82,13.50,83,66,58,78,75,83,82,46,75,82,89,86,84,81,85,75,63,78,33,70,68,75,81,77,56,78,70,68,69
Lucas Biglia,82,11.00,74,50,54,86,78,80,71,76,82,84,55,55,74,80,78,77,60,71,61,75,83,82,50,80,72,80,80,78,74
Santiago Cazorla González,82,11.00,85,71,60,86,72,83,86,78,83,87,63,57,76,79,89,77,50,60,57,78,67,68,76,86,80,88,68,63,58
Aleksandar Kolarov,82,10.00,90,60,80,78,64,80,85,88,77,77,71,68,62,83,58,95,79,83,74,86,86,82,78,77,80,90,82,83,81
Aritz Aduriz Zubeldia,82,8.00,54,83,92,72,80,76,61,54,52,82,60,61,56,85,53,82,89,50,82,78,82,23,87,73,86,87,58,44,49
Franck Ribéry,82,7.50,80,74,41,82,79,84,83,81,77,85,77,74,84,83,87,75,34,58,59,71,51,33,77,84,78,85,31,25,26
Daniele De Rossi,82,7.00,57,50,81,81,74,64,62,71,80,77,60,58,62,80,72,81,74,70,78,72,83,87,55,73,80,92,90,82,80
Juan Everton Mestres de Mesquita,82,6.50,40,56,83,67,63,60,72,58,58,64,68,74,61,78,63,74,91,76,79,61,86,82,58,50,62,70,77,85,84
Lautaro Martínez,81,27.00,56,82,82,72,69,82,76,33,73,82,81,81,86,78,73,79,88,78,84,69,84,31,82,76,66,77,56,22,25
Houssem Aouar,81,26.00,68,74,59,84,68,84,78,70,79,84,79,76,81,79,82,64,62,76,61,71,67,68,76,84,63,81,69,66,60
Tanguy Ndombele,81,26.00,67,59,56,84,59,88,67,58,79,86,84,76,83,84,86,80,63,80,78,65,81,75,70,83,60,87,68,74,69
Donny van de Beek,81,24.50,67,77,66,83,78,78,77,62,75,84,67,74,72,82,68,82,70,89,77,78,74,74,85,81,55,85,71,72,67
Pablo Fornals Malla,81,24.50,74,77,50,82,72,80,70,70,79,82,69,65,76,76,75,77,58,76,67,80,65,74,77,83,55,75,72,74,73
Daniel Ceballos Fernández,81,24.00,74,68,41,83,62,85,73,63,80,85,72,66,81,80,79,64,51,74,63,71,76,76,76,83,55,80,62,75,74
David Neres Campos,81,24.00,67,76,45,78,72,88,70,52,69,86,88,87,91,79,86,74,54,76,64,67,58,35,78,81,69,80,40,32,32
Éder Gabriel Militão,81,23.00,72,48,77,69,34,70,60,40,68,71,78,80,69,81,67,62,86,88,77,42,83,82,64,59,60,74,81,82,80
Emre Can,81,23.00,70,60,72,83,65,80,64,64,81,83,68,71,72,78,69,81,76,87,83,75,86,82,76,78,60,80,82,82,80
Gelson Dany Batalha Martins,81,23.00,79,70,51,76,74,87,82,60,55,81,95,95,95,77,92,72,65,86,48,69,60,43,78,77,66,82,54,46,42
Marcel Sabitzer,81,22.50,72,79,56,78,78,79,74,72,72,81,75,73,75,84,80,86,71,84,75,82,73,57,80,79,65,75,60,56,53
Piotr Zieliński,81,22.50,77,68,52,84,75,85,80,65,80,85,80,82,79,76,76,76,53,73,57,82,56,75,77,83,51,75,69,72,71
Rafael Alcântara,81,22.00,72,73,55,85,76,86,75,61,76,83,68,67,79,77,79,79,74,59,66,82,44,70,77,81,67,80,68,72,66
Victor Lindelöf,81,22.00,62,42,79,79,38,71,64,59,78,76,72,76,67,82,62,70,80,76,78,52,81,81,51,70,54,83,82,83,79
Yussuf Poulsen,81,22.00,69,80,85,75,76,77,71,43,54,77,81,84,75,81,55,74,84,87,79,59,84,52,86,69,59,73,57,59,33
Alassane Plea,81,22.00,78,82,73,76,81,78,78,74,68,79,76,76,77,81,77,83,71,78,77,81,63,39,83,78,65,76,29,40,30
João Mário Naval Costa Eduardo,81,21.50,77,64,55,84,69,84,74,67,79,85,71,68,80,73,77,76,62,77,65,72,60,72,73,82,66,82,57,70,62
Geoffrey Kondogbia,81,21.50,65,69,75,83,62,79,62,56,79,82,65,73,73,83,66,86,78,82,92,80,86,78,77,79,45,84,77,80,81
Ryan Fraser,81,21.50,82,75,30,78,64,82,83,72,71,81,92,88,95,77,96,71,60,79,50,73,65,45,77,80,69,79,45,53,42
Raphaël Guerreiro,81,21.50,82,73,37,83,79,85,84,82,77,85,80,68,88,82,87,79,53,75,49,82,54,75,76,83,44,84,68,69,64
José Luís Gayà Peña,81,21.00,80,61,52,81,58,79,80,49,75,81,83,87,83,82,80,62,52,83,61,59,76,77,74,75,52,76,75,80,82
Jesús Corona,81,21.00,79,72,67,76,75,90,85,67,65,85,88,79,91,80,87,66,72,74,39,67,64,59,80,78,68,85,64,63,54
Wout Weghorst,81,21.00,42,84,87,76,79,65,40,37,48,78,57,68,63,82,44,84,79,85,86,66,76,34,85,65,77,80,37,32,25
Gerard Moreno Balagueró,81,21.00,61,82,80,75,81,79,71,56,57,80,75,77,72,79,67,80,76,74,73,78,55,40,82,62,75,74,43,41,41
Wilfred Ndidi,81,20.50,50,50,76,77,66,74,58,58,73,76,70,72,69,79,67,80,90,92,74,68,85,84,67,67,55,77,84,85,83
Granit Xhaka,81,20.50,73,53,62,85,50,70,76,77,85,80,48,52,49,73,61,90,30,79,77,79,92,71,75,82,63,74,64,72,69
Abdoulaye Doucouré,81,20.00,68,73,66,82,68,78,41,42,75,80,65,72,62,78,68,84,72,92,80,75,78,82,73,77,54,74,79,83,76
Luke Shaw,81,20.00,79,44,75,78,54,82,76,58,71,80,81,83,75,80,74,70,79,81,75,54,82,81,73,74,53,76,80,82,79
Matthias Ginter,81,19.50,68,55,85,77,53,62,44,42,71,72,54,69,55,79,49,74,65,74,82,46,69,80,55,69,67,71,83,84,77
Marcelo Brozović,81,19.50,72,69,62,82,65,80,79,74,83,83,63,64,73,78,74,80,67,87,62,81,82,81,66,80,69,78,75,78,77
Juan Bernat Velasco,81,19.50,84,65,55,83,61,84,78,51,73,86,85,82,86,83,88,64,73,80,57,62,75,79,80,79,53,79,75,81,78
Willi Orban,81,19.00,39,40,86,71,33,53,28,32,59,59,51,53,48,75,56,39,90,68,85,29,80,81,39,45,41,70,81,85,80
Thiago Henrique Mendes Ribeiro,81,19.00,67,63,59,83,60,78,67,77,81,81,73,82,78,81,77,81,68,87,66,79,80,82,70,80,60,79,79,77,76
Adem Ljajić,81,18.50,82,70,48,80,74,85,80,85,77,86,81,76,81,74,81,82,63,72,59,81,54,32,73,80,75,78,39,35,35
Armando Izzo,81,18.50,35,19,81,64,38,62,26,26,64,66,69,67,64,80,66,56,76,65,77,44,81,83,16,33,37,76,83,84,82
Marcos Acuña,81,18.50,87,66,63,78,68,87,87,78,76,85,78,75,83,80,86,83,69,90,81,84,88,76,77,82,74,87,78,80,75
Lucas Vázquez Iglesias,81,18.00,80,72,56,79,58,82,82,71,75,81,85,80,81,85,83,80,68,91,57,76,72,59,82,80,56,75,57,59,58
Jonathan Viera Ramos,81,17.50,75,78,41,83,65,82,80,76,78,80,85,76,90,81,93,70,91,80,67,79,56,73,72,82,74,80,56,68,55
Luka Milivojević,81,17.50,66,55,75,81,50,62,71,81,79,76,53,56,62,78,63,84,62,90,82,77,88,80,66,73,91,76,78,78,73
Daniel García Carrillo,81,17.00,55,69,46,82,52,73,61,57,79,80,52,38,67,79,70,72,64,89,73,73,85,81,78,79,58,74,82,84,77
Moussa Sissoko,81,17.00,75,65,70,82,64,84,75,74,76,80,74,85,64,82,58,85,77,91,90,69,85,80,76,76,60,75,76,82,81
Henrikh Mkhitaryan,81,17.00,78,73,53,80,77,83,82,66,73,83,79,77,80,79,83,83,66,76,59,72,69,60,81,82,72,76,53,53,55
Franco Vázquez,81,16.50,73,77,68,84,81,85,79,68,81,86,53,58,67,78,34,76,45,64,77,84,78,69,77,84,67,80,50,59,48
Eran Zahavi,81,16.00,60,86,69,78,77,82,74,78,69,83,76,74,89,79,72,79,75,74,68,78,68,38,83,81,65,74,30,41,34
Nicolás Gaitán,81,15.50,79,68,54,81,80,82,86,72,75,81,81,75,86,82,80,72,82,67,46,71,69,40,77,81,71,80,35,42,43
Laureano Thomas Santeiro Marre,81,15.50,73,72,44,79,67,82,56,75,80,82,86,78,89,80,88,67,44,67,48,75,41,31,82,80,74,77,29,13,23
Sebastián Coates,81,15.50,17,42,80,70,39,64,39,19,74,62,44,63,32,74,31,50,50,77,94,30,83,80,49,64,72,73,82,84,85
Nicolas Nkoulou,81,15.00,60,33,77,72,64,68,37,28,70,72,70,70,66,78,74,58,83,64,77,46,79,83,54,63,50,78,82,83,78
Renato Augusto,81,15.00,75,65,57,81,77,82,80,75,81,81,67,67,67,81,66,81,49,81,76,81,58,72,75,81,68,68,75,73,64
Mousa Dembélé,81,15.00,65,64,70,85,73,89,65,55,79,88,72,73,81,81,76,79,77,60,90,68,79,81,69,80,63,90,75,80,70
Marcos Alonso Mendoza,81,15.00,83,68,83,83,70,78,85,86,73,83,68,65,64,82,58,84,72,91,76,77,75,79,77,69,64,75,75,81,78
André Gomes Magalhães Almeida,81,15.00,83,58,77,80,54,75,78,42,75,79,66,69,66,78,60,76,77,88,80,67,81,79,70,72,43,77,83,84,80
Alessandro Florenzi,81,15.00,77,70,72,77,87,78,73,79,75,79,85,79,87,80,82,82,74,89,63,82,79,79,82,76,76,80,76,79,78
Nemanja Matić,81,14.50,71,59,74,82,73,76,72,67,84,78,45,51,43,77,47,84,65,69,84,74,78,82,69,73,64,81,79,83,75
Dimitri Payet,81,14.00,84,76,59,82,76,81,84,78,80,84,70,71,77,73,80,80,48,70,72,78,57,37,77,83,74,79,32,36,39
Sebastian Giovinco,81,14.00,72,78,34,80,75,86,90,92,76,86,84,78,94,83,93,80,34,75,42,81,75,26,83,78,73,82,23,29,28
Kévin Gameiro,81,14.00,69,80,67,79,78,76,74,70,69,78,87,84,80,81,76,82,84,71,64,73,66,38,85,75,81,80,50,33,39
Luiz Gustavo Dias,81,13.50,63,48,72,75,54,68,42,64,76,73,61,56,62,83,62,78,76,85,81,73,84,83,53,69,58,84,82,79,82
Fernando Reges,81,13.50,62,54,72,80,56,68,65,53,76,75,60,62,70,77,57,76,74,83,82,68,84,83,59,68,54,76,80,83,81
Beñat Etxebarria Urkiaga,81,13.50,80,65,47,87,61,68,83,85,80,84,68,40,71,78,76,84,59,76,69,80,74,70,77,85,69,73,70,70,65
Francesc Fàbregas i Soler,81,13.50,84,71,72,89,81,76,78,81,87,83,54,52,64,78,75,77,63,55,61,70,45,50,70,88,78,92,64,59,58
Andrés Guardado,81,13.50,75,64,55,83,69,80,78,81,82,85,71,66,79,81,87,72,74,79,60,74,72,73,70,84,70,76,74,74,74
Bafétimbi Gomis,81,11.00,61,84,84,75,79,78,61,62,46,79,69,70,59,78,58,84,74,73,83,75,52,38,79,71,83,82,22,32,35
James Milner,81,10.50,86,62,66,84,76,77,81,75,81,80,63,59,69,84,73,82,62,90,70,70,85,79,72,79,88,86,77,80,79
Vedran Ćorluka,81,8.50,68,44,81,68,38,67,66,60,67,73,49,59,57,73,46,64,81,70,84,50,81,75,45,57,49,78,77,83,82
Jardel Nivaldo Vieira,81,8.50,46,38,84,67,27,52,30,35,53,60,46,63,35,75,34,58,76,55,89,37,83,81,30,49,57,71,84,83,75
Laurent Koscielny,81,8.50,52,37,81,76,35,62,31,49,70,68,58,61,58,77,61,54,78,63,75,47,86,84,41,56,51,75,81,83,83
Ricardo Andrade Quaresma Bernardo,81,8.00,91,67,41,79,80,87,94,71,75,86,77,77,86,75,84,79,63,62,59,79,74,24,78,84,73,82,29,17,11
Marco Parolo,81,7.00,70,70,75,80,76,75,67,55,83,79,66,62,65,82,71,87,77,88,74,86,80,80,82,78,45,78,78,80,82
Lisandro López,81,6.50,66,86,79,76,74,79,78,73,71,82,74,75,77,77,79,82,79,65,76,75,61,52,84,75,85,86,35,58,34
Łukasz Piszczek,81,6.00,82,64,79,77,64,72,80,47,72,76,74,79,66,82,66,78,82,75,78,69,83,83,73,71,65,82,82,83,78
José Miguel da Rocha Fonte,81,5.50,36,40,82,68,34,58,33,32,58,64,34,38,58,73,54,39,72,60,82,29,84,80,42,55,43,73,81,83,80
Jérémy Mathieu,81,5.50,77,52,80,74,61,65,82,79,77,62,65,70,51,74,43,80,65,78,87,74,72,82,58,58,78,76,86,83,83
João Félix Sequeira,80,28.00,73,79,69,76,79,82,81,58,67,80,79,85,83,83,80,82,79,79,64,80,69,38,84,77,68,82,30,42,35
Nicolò Barella,80,21.50,76,63,40,82,53,80,73,67,78,82,78,74,75,79,83,72,58,83,58,66,82,79,73,76,73,80,75,80,76
Carlos Soler Barragán,80,21.00,81,74,56,84,66,78,69,82,78,80,75,78,74,80,72,77,57,74,68,73,65,68,76,83,73,76,60,65,56
Diogo José Teixeira da Silva,80,20.50,67,77,52,72,75,84,76,58,68,84,88,79,87,81,86,82,66,80,71,74,85,54,82,73,63,84,53,54,44
Youri Tielemans,80,20.50,82,73,59,84,78,78,85,75,81,81,65,61,69,75,77,86,63,72,63,84,70,69,79,82,72,83,66,73,68
Óscar Melendo Jiménez,80,20.50,76,74,42,83,63,81,74,35,78,82,83,82,86,71,90,73,53,71,59,69,57,55,76,79,37,66,58,58,53
Krzysztof Piątek,80,20.50,51,86,80,64,75,72,60,40,35,76,78,75,74,76,61,80,81,73,76,69,51,31,86,52,75,72,33,38,24
Joe Gomez,80,20.00,69,26,71,74,24,67,41,29,62,70,76,85,64,79,66,41,66,74,79,26,73,81,51,56,26,72,79,82,78
Joaquín Correa,80,20.00,74,77,68,78,75,87,79,63,69,86,82,86,84,77,67,78,63,73,72,71,48,36,77,77,57,73,39,37,26
Harry Winks,80,20.00,65,55,50,84,50,84,73,60,80,82,72,68,81,80,82,63,50,80,61,62,65,75,64,81,51,83,73,74,67
Marcos Paulo Mesquita Lopes,80,20.00,77,77,38,78,56,84,76,73,71,82,83,76,84,76,88,77,50,70,58,74,39,29,78,77,65,74,30,28,27
